id,name,img,role,url
454,"Thomas Friedman","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17001/ds_17001_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/thomas-friedman-2"
455,"Tony Bennett","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16124/ds_16124_04_16x9.jpg","Musician","http://thedailyshow.cc.com/guests/tony-bennett"
456,"Ron Paul","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16121/ds_16121_exclusive1_16x9.jpg","Politician","http://thedailyshow.cc.com/guests/ron-paul"
457,"Jennifer Granholm","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16120/ds_16120_exclusive1_16x9.jpg","Former Governor of Michigan, Author","http://thedailyshow.cc.com/guests/jennifer-granholm"
458,"Mitch Daniels","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16119/ds_16119_exclusive1_16x9.jpg","Former Governor of Indiana, Author","http://thedailyshow.cc.com/guests/mitch-daniels"
459,"Caroline Kennedy","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16117/ds_16117_03_16x9.jpg","Author, Diplomat","http://thedailyshow.cc.com/guests/caroline-kennedy"
460,"Common","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16116/ds_16116_04_16x9.jpg","Actor, Musician","http://thedailyshow.cc.com/guests/common"
461,"Jim Lehrer","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16115/ds_16115_04_16x9.jpg","Author, Former News Anchor","http://thedailyshow.cc.com/guests/jim-lehrer"
462,"Mike Mullen","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16114/ds_16114_04_16x9.jpg","Former Chairman of the Joint Chiefs of Staff","http://thedailyshow.cc.com/guests/michael-mullen"
463,"Marion Cotillard","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16113/ds_16113_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/marion-cotillard"
464,"Sanjay Gupta","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16112/ds_16112_03_16x9.jpg","Media Personality","http://thedailyshow.cc.com/guests/sanjay-gupta"
465,"Buddy Roemer","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16111/ds_16111_05_16x9.jpg","Former Governer of Louisiana","http://thedailyshow.cc.com/guests/buddy-roemer"
466,"Matt Long","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16108/ds_16108_04_16x9.jpg","Athlete, Author","http://thedailyshow.cc.com/guests/matt-long"
467,"Ali Velshi","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16107/ds_16107_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/ali-velshi"
468,"Michael Wallis","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16106/ds_16106_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/mike-wallis"
469,"John Coffee","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16105/ds_16105_04_16x9.jpg","Director of the Center on Corporate Governance at Columbia University Law School","http://thedailyshow.cc.com/guests/john-coffee"
470,"Jay Bahadur","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16104/ds_16104_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/jay-bahadur"
471,"Mark Adams","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16103/ds_16103_03_16x9.jpg","Author","http://thedailyshow.cc.com/guests/mark-adams"
472,"Dick Durbin","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16102/ds_16102_exclusive1_16x9.jpg","Senator (D-IL)","http://thedailyshow.cc.com/guests/dick-durbin"
473,"Freida Pinto","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16099/ds_16099_04_16x9.jpg","Actor, Model","http://thedailyshow.cc.com/guests/freida-pinto"
474,"Peter Tomsen","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16098/ds_16098_04_16x9.jpg","Author, Political Figure","http://thedailyshow.cc.com/guests/tds-peter-tomsen"
475,"Juan Williams","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16096/ds_16096_exclusive1_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/tds-juan-williams"
476,"Neil Patrick Harris","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16095/ds_16095_05_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/tds-neil-patrick-harris"
477,"Scott Miller","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16094/ds_16094_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/scott-miller"
478,"Pervez Musharraf","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16092/ds_16092_exclusive1_16x9.jpg","Former President of Pakistan","http://thedailyshow.cc.com/guests/tds-pervez-musharraf"
479,"Daniel Radcliffe","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16091/ds_16091_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/tds-daniel-radcliffe"
480,"Leroy Petry","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16090/ds_16090_exclusive1_16x9.jpg","Medal of Honor Recipient","http://thedailyshow.cc.com/guests/leroy-petry"
481,"Matthew Richardson","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16089/ds_16089_04_16x9.jpg","Academic, Author","http://thedailyshow.cc.com/guests/matthew-richardson"
482,"Kid Rock","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16088/ds_16088_04_16x9.jpg","Musician","http://thedailyshow.cc.com/guests/kid-rock"
483,"Bill Kristol","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16086/ds_16086_04_16x9.jpg","Editor of The Weekly Standard","http://thedailyshow.cc.com/guests/bill-kristol"
484,"Tom Hanks","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16085/ds_16085_04_16x9.jpg","Actor, Producer","http://thedailyshow.cc.com/guests/tom-hanks"
485,"Bruce Headlam","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16082/ds_16082_04_16x9.jpg","Managing Editor of Video at The New York Times","http://thedailyshow.cc.com/guests/bruce-headlam"
486,"Mitchell Zuckoff","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16081/ds_16081_05_16x9.jpg","Author","http://thedailyshow.cc.com/guests/mitchell-zuckoff"
487,"Cameron Diaz","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16080/ds_16080_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/cameron-diaz"
488,"Ray Nagin","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16079/ds_16079_05_16x9.jpg","Former Mayor of New Orleans","http://thedailyshow.cc.com/guests/ray-nagin"
489,"Trey Parker & Matt Stone","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16078/ds_16078_04_16x9.jpg","Writers, Directors, Composers","http://thedailyshow.cc.com/guests/trey-parker-and-matt-stone"
490,"Alex Prud'homme","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16076/ds_16076_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/alex-prudhomme"
491,"Howard Wasdin","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16075/ds_16075_05_16x9.jpg","Former SEAL Team Six Sniper","http://thedailyshow.cc.com/guests/howard-wasdin"
492,"Larry King","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16074/ds_16074_05_16x9.jpg","Former CNN Host, Journalist","http://thedailyshow.cc.com/guests/larry-king-2011"
493,"Maziar Bahari","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16072/ds_16072_exclusive1_16x9.jpg","Journalist and Filmmaker","http://thedailyshow.cc.com/guests/maziar-bahari"
494,"Tim Tebow","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16071/ds_16071_05_16x9.jpg","NFL Quarterback","http://thedailyshow.cc.com/guests/tim-tebow"
495,"Jimmy Fallon","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16069/ds_16069_04_16x9.jpg","Comedian, TV Host","http://thedailyshow.cc.com/guests/jimmy-fallon"
496,"Bill Moyers","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16070/ds_16070_03_16x9.jpg","Journalist","http://thedailyshow.cc.com/guests/bill-moyers"
497,"Lisa P. Jackson","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16068/ds_16068_exclusive1_16x9.jpg","Former Administrator of the EPA","http://thedailyshow.cc.com/guests/lisa-p-jackson"
498,"Richard Beeman","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16067/ds_16067_exclusive1_16x9.jpg","Author, Academic","http://thedailyshow.cc.com/guests/richard-beeman"
499,"Annie Jacobsen","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16066/ds_16066_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/annie-jacobsen"
500,"Kristen Wiig","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16064/ds_16064_04_16x9.jpg","Actress, Comedian","http://thedailyshow.cc.com/guests/kristin-wiig"
501,"Albert Brooks","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16063/ds_16063_exclusive1_16x9.jpg","Actor, Writer","http://thedailyshow.cc.com/guests/albert-brooks"
502,"Bernie Sanders","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16055/ds_16055_exclusive1_16x9.jpg","Senator (I-VT)","http://thedailyshow.cc.com/guests/bernie-sanders"
503,"Tracy Morgan","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16051/ds_16051_04_16x9.jpg","Comedian, Actor","http://thedailyshow.cc.com/guests/tracy-morgan"
504,"Deval Patrick","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16050/ds_16050_04_16x9.jpg","Governor of Massachusetts","http://thedailyshow.cc.com/guests/deval-patrick"
505,"Foo Fighters","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16049/ds_16049_05_16x9.jpg","Alternative Rock Band","http://thedailyshow.cc.com/guests/foo-fighters"
506,"Jamie Oliver","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16048/ds_16048_05_16x9.jpg","Emmy Award-winning TV Host and Chef","http://thedailyshow.cc.com/guests/jamie-oliver"
507,"Norm Macdonald","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16044/ds_16044_04_16x9.jpg","Comedian, Actor","http://thedailyshow.cc.com/guests/norm-macdonald"
508,"Miguel Nicolelis","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16042/ds_16042_04_16x9.jpg","Scientist","http://thedailyshow.cc.com/guests/miguel-nicolelis"
509,"Mansour O. El-Kikhia","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16041/ds_16041_04_16x9.jpg","Academic, Author","http://thedailyshow.cc.com/guests/mansour-o-elkikhia"
510,"Bret Baier","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16040/ds_16040_exclusive1_16x9.jpg","Fox News Anchor","http://thedailyshow.cc.com/guests/bret-baier"
511,"Richard Lewis","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16039/ds_16039_exclusive1_16x9.jpg","Comedian","http://thedailyshow.cc.com/guests/richard-lewis"
512,"T.J. English","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16038/ds_16038_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/tj-english"
513,"Aaron Eckhart","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16035/ds_16035_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/aaron-eckhart"
514,"Brian Christian","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16034/ds_16034_04_16x9.jpg","Author, Poet","http://thedailyshow.cc.com/guests/brian-christian"
515,"Allison Stanger","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16031/ds_16031_05_16x9.jpg","Author, Academic","http://thedailyshow.cc.com/guests/allison-stanger"
516,"Prince Zeid Ra'ad","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16030/ds_16030_exclusive1_16x9.jpg","U.N. Ambassador and Representative, The Hashemite Kingdom of Jordan","http://thedailyshow.cc.com/guests/prince-zeid-raad"
517,"Howard Stern","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16029/ds_16029_05_16x9.jpg","Radio Host","http://thedailyshow.cc.com/guests/howard-stern-feb2011"
518,"Donald Rumsfeld","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16027/ds_16027_exclusive1_16x9.jpg","Former Secretary of Defense","http://thedailyshow.cc.com/guests/donald-rumsfeld"
519,"Anderson Cooper","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16026/ds_16026_05_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/anderson-cooper"
520,"Lisa Ling","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16025/ds_16025_03_16x9.jpg","Journalist, TV Host","http://thedailyshow.cc.com/guests/lisa-ling"
521,"Ed Gillespie","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17032/ds_17032_exclusive1_16x9.jpg","Political Strategist and Former Chair of the RNC","http://thedailyshow.cc.com/guests/ed-gillespie"
522,"January Jones","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16022/ds_16022_05_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/january-jones"
523,"Edward Glaeser","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16021/ds_16021_06_16x9.jpg","Economics Professor at Harvard, Author","http://thedailyshow.cc.com/guests/edward-glaeser"
524,"Matthew Perry","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16019/ds_16019_05_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/matthew-perry"
525,"Bill Gates","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16017/ds_16017_04_16x9.jpg","Co-founder & Chairman of Microsoft, Co-Chair, Bill & Melinda Gates Foundation","http://thedailyshow.cc.com/guests/bill-gates"
526,"T. Boone Pickens","http://1.images.comedycentral.com/images/shows/tds/videos/season_16/16016/ds_16016_exclusive1_16x9.jpg","Founder and CEO of BP Capital and Author","http://thedailyshow.cc.com/guests/t-boone-pickens"
527,"Jonathan Alter","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16015/ds_16015_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/jonathan-alter"
528,"James Franco","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16014/ds_16014_04_16x9.jpg","Actor, Celebrity","http://thedailyshow.cc.com/guests/james-franco"
529,"Anand Giridharadas","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16013/ds_16013_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/anand-giridharadas"
530,"Kambiz Hosseini & Saman Arbabi","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16012/ds_16012_exclusive1_16x9.jpg","Comedians, TV Hosts","http://thedailyshow.cc.com/guests/parazit"
531,"Kambiz Hosseini","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16012/ds_16012_exclusive1_16x9.jpg","Comedian, TV Host","http://thedailyshow.cc.com/guests/hosseini"
532,"Saman Arbabi","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16012/ds_16012_exclusive1_16x9.jpg","Comedian, TV Host","http://thedailyshow.cc.com/guests/Arbabi"
533,"Paul Clemens","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16011/ds_16011_05_16x9.jpg","Journalist and Author","http://thedailyshow.cc.com/guests/paul-clemens"
534,"Ron Howard","http://3.images.comedycentral.com/images/shows/tds/videos/season_16/16008/ds_16008_03_16x9.jpg","Director","http://thedailyshow.cc.com/guests/ron-howard"
535,"Tim Pawlenty","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16007/ds_16007_exclusive1_16x9.jpg","Politician","http://thedailyshow.cc.com/guests/tim-pawlenty"
536,"Patton Oswalt","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16004/ds_16004_03_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/patton-oswalt"
537,"Jimmy Wales","http://2.images.comedycentral.com/images/shows/tds/videos/season_16/16003/ds_16003_03_16x9.jpg","Internet Entrepreneur","http://thedailyshow.cc.com/guests/jimmy-wales"
538,"Paul Giamatti","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16001/ds_16001_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/paul-giamatti"
539,"Gordon Brown","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15158/ds_15158_exclusive1_16x9.jpg","Former Prime Minister of the U.K.","http://thedailyshow.cc.com/guests/gordon-brown"
540,"Edmund Morris","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15157/ds_15157_04_16x9.jpg","Writer, Journalist","http://thedailyshow.cc.com/guests/edmund-morris"
541,"Michelle Williams","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15156/ds_15156_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/michelle-williams"
542,"Seth Green","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15155/ds_15155_03_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/seth-green"
543,"Hugh Shelton","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15154/ds_15154_exclusive1_16x9.jpg","Military General and Former U.S. Chairman of the Joint Chiefs of Staff","http://thedailyshow.cc.com/guests/hugh-shelton"
544,"Stacy Schiff","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15153/ds_15153_03_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/stacy-schiff"
545,"Sting","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15152/ds_15152_03_16x9.jpg","Grammy Award-winning Musician and Actor","http://thedailyshow.cc.com/guests/sting"
546,"Susan Casey","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15151/ds_15151_03_16x9.jpg","Author, Editor","http://thedailyshow.cc.com/guests/susan-casey"
547,"Judah Friedlander","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15150/ds_15150_03_16x9.jpg","Comedian, Actor","http://thedailyshow.cc.com/guests/judah-friedlander"
548,"Jay Z","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15148/ds_15148_exclusive1_16x9.jpg","Rapper, Music Producer","http://thedailyshow.cc.com/guests/jay-z"
549,"Bethany McLean & Joe Nocera","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15147/ds_15147_exclusive1_16x9.jpg","Journalists, Authors","http://thedailyshow.cc.com/guests/bethany-mclean-and-joe-nocera"
550,"Bethany McLean","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15147/ds_15147_exclusive1_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/bethany-mclean"
551,"Marion Jones","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15146/ds_15146_04_16x9.jpg","Athlete","http://thedailyshow.cc.com/guests/marion-jones"
552,"Rosario Dawson","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15145/ds_15145_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/rosario-dawson"
553,"Harrison Ford","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15143/ds_15143_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/harrison-ford"
554,"Rick Perry","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15142/ds_15142_exclusive1_16x9.jpg","Governor (R-TX)","http://thedailyshow.cc.com/guests/tds-guest-rick-perry"
555,"Chris Wallace","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15140/ds_15140_03_16x9.jpg","Fox News Host","http://thedailyshow.cc.com/guests/chris-wallace"
556,"Michael Beschloss","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/guests/2_ds_15139_rev2.jpg","Presidential Historian, Author","http://thedailyshow.cc.com/guests/tds-guest-michael-beschloss"
557,"Ted Kaufman","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15135/ds_15135_03_16x9.jpg","Former Senator","http://thedailyshow.cc.com/guests/ted-kaufman"
558,"David Rakoff","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15133/ds_15133_03_16x9.jpg","Author","http://thedailyshow.cc.com/guests/david-rakoff"
559,"Eric Cantor","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15131/ds_15131_exclusive1_16x9.jpg","Former House Majority Leader","http://thedailyshow.cc.com/guests/eric-cantor"
560,"Naomi Watts","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15129/ds_15129_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/naomi-watts"
561,"Philip Dray","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15128/ds_15128_04_16x9.jpg","Historian, Author","http://thedailyshow.cc.com/guests/philip-dray"
562,"Bruce Willis","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15127/ds_15127_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/bruce-willis"
563,"Sam Harris","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15126/ds_15126_03_16x9.jpg","Author, Neuroscientist","http://thedailyshow.cc.com/guests/sam-harris"
564,"Justin Timberlake","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15125/ds_15125_04_16x9.jpg","Actor, Musician","http://thedailyshow.cc.com/guests/justin-timberlake"
565,"Linda Polman","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15124/ds_15124_03_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/linda-polman"
566,"Edward Norton","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15120/ds_15120_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/edward-norton"
567,"Sigourney Weaver","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/guests/at_the_desk/ds_17125_04_v6.jpg","Actor","http://thedailyshow.cc.com/guests/sigourney-weaver"
568,"Tony Blair","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15115/ds_15115_exclusive1_16x9.jpg","Former Prime Minister of the United Kingdom","http://thedailyshow.cc.com/guests/tony-blair"
569,"Meghan McCain","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15113/ds_15113_03_16x9.jpg","Author, Media Personality","http://thedailyshow.cc.com/guests/meghan-mccain"
570,"Tim Kaine","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15112/ds_15112_04_16x9.jpg","Senator (D-VA)","http://thedailyshow.cc.com/guests/tim-kaine"
571,"Michael Bloomberg","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15110/ds_15110_03.jpg","Former Mayor of New York City","http://thedailyshow.cc.com/guests/michael-bloomberg"
572,"Rod Blagojevich","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15107/ds_15107_exclusive1_16x9.jpg","Former Governor of Illinois","http://thedailyshow.cc.com/guests/rod-blagojevich"
573,"Edward Kohn","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15105/ds_15105_04_16x9.jpg","Author, Historian","http://thedailyshow.cc.com/guests/edward-kohn"
574,"Dick Armey","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15104/ds_15104_exclusive1_16x9.jpg","Author, Politician","http://thedailyshow.cc.com/guests/dick-armey"
575,"Emma Thompson","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15103/ds_15103_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/emma-thompson"
576,"Arcade Fire","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15102/ds_15102_03_16x9.jpg","Band","http://thedailyshow.cc.com/guests/arcade-fire"
577,"Akbar Ahmed","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15099/ds_15099_03_16x9.jpg","Diplomat, Author","http://thedailyshow.cc.com/guests/akbar-ahmed"
578,"Bruce Henderson","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15098/ds_15098_03_16x9.jpg","Historian, Author","http://thedailyshow.cc.com/guests/bruce-henderson"
579,"Liev Schreiber","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15095/ds_15095_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/liev-schreiber"
580,"Robert O'Connell","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15094/ds_15094_04_16x9.jpg","Military Historian, Author","http://thedailyshow.cc.com/guests/robert-oconnell"
581,"William Rosen","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15092/ds_15092_04_16x9.jpg","Historian, Author","http://thedailyshow.cc.com/guests/william-rosen"
582,"Marilynne Robinson","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15091/ds_15091_04_16x9.jpg","Pulitzer Prize-Winning Author","http://thedailyshow.cc.com/guests/marilynne-robinson"
583,"Daniel Okrent","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15090/ds_15090_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/daniel-okrent"
584,"Jere Van Dyk","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15087/ds_15087_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/jere-van-dyk"
585,"Landon Donovan","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15086/ds_15086_03_16x9.jpg","U.S. Soccer Player","http://thedailyshow.cc.com/guests/landon-donovan"
586,"Bob Bradley","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15086/ds_15086_03_16x9.jpg","Soccer Coach","http://thedailyshow.cc.com/guests/bob-bradley"
587,"Landon Donovan & Bob Bradley","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15086/ds_15086_03_16x9.jpg","U.S. Soccer Player and Coach","http://thedailyshow.cc.com/guests/landon-donovan-bob-bradley"
588,"Adam Sandler and Chris Rock","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15083/ds_15083_03_16x9.jpg","Comedians, Actors","http://thedailyshow.cc.com/guests/sandler-rock"
589,"Connie Mariano","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15082/ds_15082_04_16x9.jpg","Former White House Doctor","http://thedailyshow.cc.com/guests/connie-mariano"
590,"Fred Thompson","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15079/ds_15079_04_16x9.jpg","Former Senator, Actor","http://thedailyshow.cc.com/guests/fred-thompson"
591,"James Tabor","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15077/ds_15077_03_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/james-tabor"
592,"Spencer Wells","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15074/ds_15074_03.jpg","Author, Geneticist","http://thedailyshow.cc.com/guests/spencer-wells"
593,"Christopher Hitchens","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15073/ds_15073_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/christopher-hitchens"
594,"John C. Reilly","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15072/ds_15072_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/john-c-reilly"
595,"Arthur Brooks","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15069/ds_15069_03_16x9.jpg","Political Figure, Author","http://thedailyshow.cc.com/guests/arthur-brooks"
596,"Ian Bremmer","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15068/ds_15068_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/ian-bremmer"
597,"Michael Patrick King","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15067/ds_15067_03_16x9.jpg","Director","http://thedailyshow.cc.com/guests/michael-patrick-king"
598,"Jack Rakove","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15065/ds_15065_04_16x9.jpg","Author, Professor","http://thedailyshow.cc.com/guests/jack-rakove"
599,"Mario Batali","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15064/ds_15064_03_16x9.jpg","Chef, Restauranteur and Cookbook Author","http://thedailyshow.cc.com/guests/mario-batali"
